mes,year,puesto,numero
octubre,2001,Puestos de trabajo eventuales,"1,226,329.00"
septiembre,2001,Puestos de trabajo eventuales,"1,197,863.00"
agosto,2001,Puestos de trabajo eventuales,"1,214,952.00"
julio,2001,Puestos de trabajo eventuales,"1,202,316.00"
junio,2001,Puestos de trabajo eventuales,"1,193,652.00"
mayo,2001,Puestos de trabajo eventuales,"1,231,784.00"
abril,2001,Puestos de trabajo eventuales,"1,237,403.00"
marzo,2001,Puestos de trabajo eventuales,"1,247,496.00"
febrero,2001,Puestos de trabajo eventuales,"1,255,884.00"
enero,2001,Puestos de trabajo eventuales,"1,253,939.00"
diciembre,2000,Puestos de trabajo eventuales,"1,190,353.00"
noviembre,2000,Puestos de trabajo eventuales,"1,316,920.00"
octubre,2000,Puestos de trabajo eventuales,"1,316,103.00"
septiembre,2000,Puestos de trabajo eventuales,"1,300,202.00"
agosto,2000,Puestos de trabajo eventuales,"1,313,752.00"
julio,2000,Puestos de trabajo eventuales,"1,355,811.00"
junio,2000,Puestos de trabajo eventuales,"1,325,450.00"
mayo,2000,Puestos de trabajo eventuales,"1,330,154.00"
abril,2000,Puestos de trabajo eventuales,"1,320,734.00"
marzo,2000,Puestos de trabajo eventuales,"1,331,813.00"
febrero,2000,Puestos de trabajo eventuales,"1,310,955.00"
enero,2000,Puestos de trabajo eventuales,"1,261,615.00"
diciembre,1999,Puestos de trabajo eventuales,"1,201,840.00"
noviembre,1999,Puestos de trabajo eventuales,"1,297,074.00"
octubre,1999,Puestos de trabajo eventuales,"1,253,935.00"
septiembre,1999,Puestos de trabajo eventuales,"1,252,675.00"
agosto,1999,Puestos de trabajo eventuales,"1,230,161.00"
julio,1999,Puestos de trabajo eventuales,"1,204,408.00"
junio,1999,Puestos de trabajo eventuales,"1,179,996.00"
mayo,1999,Puestos de trabajo eventuales,"1,194,650.00"
abril,1999,Puestos de trabajo eventuales,"1,220,186.00"
marzo,1999,Puestos de trabajo eventuales,"1,202,536.00"
febrero,1999,Puestos de trabajo eventuales,"1,176,027.00"
enero,1999,Puestos de trabajo eventuales,"1,113,786.00"
diciembre,1998,Puestos de trabajo eventuales,"1,076,002.00"
noviembre,1998,Puestos de trabajo eventuales,"1,148,224.00"
octubre,1998,Puestos de trabajo eventuales,"1,153,352.00"
septiembre,1998,Puestos de trabajo eventuales,"1,129,898.00"
agosto,1998,Puestos de trabajo eventuales,"1,108,273.00"
julio,1998,Puestos de trabajo eventuales,"1,086,904.00"
junio,1998,Puestos de trabajo eventuales,"1,048,287.00"
mayo,1998,Puestos de trabajo eventuales,"1,031,676.00"
abril,1998,Puestos de trabajo eventuales,"1,037,800.00"
marzo,1998,Puestos de trabajo eventuales,"985,602.00"
febrero,1998,Puestos de trabajo eventuales,"922,043.00"
enero,1998,Puestos de trabajo eventuales,"872,263.00"
diciembre,1997,Puestos de trabajo eventuales,"785,625.00"
noviembre,1997,Puestos de trabajo eventuales,"796,623.00"
octubre,1997,Puestos de trabajo eventuales,"739,735.00"
septiembre,1997,Puestos de trabajo eventuales,"641,500.00"
agosto,1997,Puestos de trabajo eventuales,"537,499.00"
julio,1997,Puestos de trabajo eventuales,"427,047.00"
septiembre,2022,Puestos de trabajo permanentes urbanos,"18,174,901.00"
agosto,2022,Puestos de trabajo permanentes urbanos,"18,062,769.00"
julio,2022,Puestos de trabajo permanentes urbanos,"17,957,581.00"
junio,2022,Puestos de trabajo permanentes urbanos,"17,945,098.00"
mayo,2022,Puestos de trabajo permanentes urbanos,"17,879,232.00"
abril,2022,Puestos de trabajo permanentes urbanos,"17,844,806.00"
marzo,2022,Puestos de trabajo permanentes urbanos,"17,823,750.00"
febrero,2022,Puestos de trabajo permanentes urbanos,"17,763,600.00"
enero,2022,Puestos de trabajo permanentes urbanos,"17,632,603.00"
diciembre,2021,Puestos de trabajo permanentes urbanos,"17,588,517.00"
noviembre,2021,Puestos de trabajo permanentes urbanos,"17,801,411.00"
octubre,2021,Puestos de trabajo permanentes urbanos,"17,681,575.00"
septiembre,2021,Puestos de trabajo permanentes urbanos,"17,573,472.00"
agosto,2021,Puestos de trabajo permanentes urbanos,"17,453,179.00"
julio,2021,Puestos de trabajo permanentes urbanos,"17,339,118.00"
junio,2021,Puestos de trabajo permanentes urbanos,"17,013,214.00"
mayo,2021,Puestos de trabajo permanentes urbanos,"16,922,557.00"
abril,2021,Puestos de trabajo permanentes urbanos,"16,871,340.00"
marzo,2021,Puestos de trabajo permanentes urbanos,"16,820,161.00"
febrero,2021,Puestos de trabajo permanentes urbanos,"16,761,238.00"
enero,2021,Puestos de trabajo permanentes urbanos,"16,678,771.00"
diciembre,2020,Puestos de trabajo permanentes urbanos,"16,683,345.00"
noviembre,2020,Puestos de trabajo permanentes urbanos,"16,870,972.00"
octubre,2020,Puestos de trabajo permanentes urbanos,"16,772,437.00"
septiembre,2020,Puestos de trabajo permanentes urbanos,"16,665,325.00"
agosto,2020,Puestos de trabajo permanentes urbanos,"16,609,713.00"
julio,2020,Puestos de trabajo permanentes urbanos,"16,570,007.00"
junio,2020,Puestos de trabajo permanentes urbanos,"16,572,069.00"
mayo,2020,Puestos de trabajo permanentes urbanos,"16,658,742.00"
abril,2020,Puestos de trabajo permanentes urbanos,"16,910,921.00"
marzo,2020,Puestos de trabajo permanentes urbanos,"17,278,171.00"
febrero,2020,Puestos de trabajo permanentes urbanos,"17,343,148.00"
enero,2020,Puestos de trabajo permanentes urbanos,"17,275,026.00"
diciembre,2019,Puestos de trabajo permanentes urbanos,"17,248,082.00"
noviembre,2019,Puestos de trabajo permanentes urbanos,"17,497,641.00"
octubre,2019,Puestos de trabajo permanentes urbanos,"17,443,266.00"
septiembre,2019,Puestos de trabajo permanentes urbanos,"17,342,013.00"
agosto,2019,Puestos de trabajo permanentes urbanos,"17,256,930.00"
julio,2019,Puestos de trabajo permanentes urbanos,"17,220,489.00"
junio,2019,Puestos de trabajo permanentes urbanos,"17,207,734.00"
mayo,2019,Puestos de trabajo permanentes urbanos,"17,172,893.00"
abril,2019,Puestos de trabajo permanentes urbanos,"17,131,456.00"
marzo,2019,Puestos de trabajo permanentes urbanos,"17,097,818.00"
febrero,2019,Puestos de trabajo permanentes urbanos,"17,053,221.00"
enero,2019,Puestos de trabajo permanentes urbanos,"16,967,371.00"
diciembre,2018,Puestos de trabajo permanentes urbanos,"16,931,896.00"
noviembre,2018,Puestos de trabajo permanentes urbanos,"17,181,275.00"
octubre,2018,Puestos de trabajo permanentes urbanos,"17,109,972.00"
septiembre,2018,Puestos de trabajo permanentes urbanos,"16,988,625.00"
agosto,2018,Puestos de trabajo permanentes urbanos,"16,897,228.00"
julio,2018,Puestos de trabajo permanentes urbanos,"16,804,937.00"
junio,2018,Puestos de trabajo permanentes urbanos,"16,774,791.00"
mayo,2018,Puestos de trabajo permanentes urbanos,"16,738,620.00"
abril,2018,Puestos de trabajo permanentes urbanos,"16,686,850.00"
marzo,2018,Puestos de trabajo permanentes urbanos,"16,603,246.00"
febrero,2018,Puestos de trabajo permanentes urbanos,"16,542,698.00"
enero,2018,Puestos de trabajo permanentes urbanos,"16,422,722.00"
diciembre,2017,Puestos de trabajo permanentes urbanos,"16,387,441.00"
noviembre,2017,Puestos de trabajo permanentes urbanos,"16,582,603.00"
octubre,2017,Puestos de trabajo permanentes urbanos,"16,498,782.00"
septiembre,2017,Puestos de trabajo permanentes urbanos,"16,381,592.00"
agosto,2017,Puestos de trabajo permanentes urbanos,"16,282,512.00"
julio,2017,Puestos de trabajo permanentes urbanos,"16,209,729.00"
junio,2017,Puestos de trabajo permanentes urbanos,"16,166,442.00"
mayo,2017,Puestos de trabajo permanentes urbanos,"16,067,032.00"
abril,2017,Puestos de trabajo permanentes urbanos,"16,005,877.00"
marzo,2017,Puestos de trabajo permanentes urbanos,"15,976,506.00"
febrero,2017,Puestos de trabajo permanentes urbanos,"15,868,882.00"
enero,2017,Puestos de trabajo permanentes urbanos,"15,774,346.00"
diciembre,2016,Puestos de trabajo permanentes urbanos,"15,762,352.00"
noviembre,2016,Puestos de trabajo permanentes urbanos,"15,936,806.00"
octubre,2016,Puestos de trabajo permanentes urbanos,"15,843,623.00"
septiembre,2016,Puestos de trabajo permanentes urbanos,"15,724,699.00"
agosto,2016,Puestos de trabajo permanentes urbanos,"15,604,132.00"
julio,2016,Puestos de trabajo permanentes urbanos,"15,529,599.00"
junio,2016,Puestos de trabajo permanentes urbanos,"15,502,202.00"
mayo,2016,Puestos de trabajo permanentes urbanos,"15,408,711.00"
abril,2016,Puestos de trabajo permanentes urbanos,"15,353,639.00"
marzo,2016,Puestos de trabajo permanentes urbanos,"15,276,516.00"
febrero,2016,Puestos de trabajo permanentes urbanos,"15,236,210.00"
enero,2016,Puestos de trabajo permanentes urbanos,"15,137,663.00"
diciembre,2015,Puestos de trabajo permanentes urbanos,"15,129,590.00"
noviembre,2015,Puestos de trabajo permanentes urbanos,"15,297,161.00"
octubre,2015,Puestos de trabajo permanentes urbanos,"15,213,377.00"
septiembre,2015,Puestos de trabajo permanentes urbanos,"15,100,286.00"
agosto,2015,Puestos de trabajo permanentes urbanos,"15,016,150.00"
julio,2015,Puestos de trabajo permanentes urbanos,"14,948,076.00"
junio,2015,Puestos de trabajo permanentes urbanos,"14,903,213.00"
mayo,2015,Puestos de trabajo permanentes urbanos,"14,820,369.00"
abril,2015,Puestos de trabajo permanentes urbanos,"14,782,602.00"
marzo,2015,Puestos de trabajo permanentes urbanos,"14,726,050.00"

