month,year,Descripcion Division,Desc Tam Empresa,Rango de edad,Desc Sexo,Salario
septiembre,2016,Servicios Sociales y Comunales,entre 2 y 5,25-29 años,Mujer,140.52
septiembre,2016,Servicios Sociales y Comunales,entre 2 y 5,20-24 años,Mujer,118.71
septiembre,2016,Servicios Sociales y Comunales,entre 2 y 5,15-19 años,Mujer,114.96
septiembre,2016,Servicios Sociales y Comunales,entre 2 y 5,75 o más años,Hombre,133.65
septiembre,2016,Servicios Sociales y Comunales,entre 2 y 5,70-74 años,Hombre,166.81
septiembre,2016,Servicios Sociales y Comunales,entre 2 y 5,65-69 años,Hombre,207.7
septiembre,2016,Servicios Sociales y Comunales,entre 2 y 5,60-64 años,Hombre,208.1
septiembre,2016,Servicios Sociales y Comunales,entre 2 y 5,55-59 años,Hombre,196.18
septiembre,2016,Servicios Sociales y Comunales,entre 2 y 5,50-54 años,Hombre,187.66
septiembre,2016,Servicios Sociales y Comunales,entre 2 y 5,45-49 años,Hombre,190.49
septiembre,2016,Servicios Sociales y Comunales,entre 2 y 5,40-44 años,Hombre,188.27
septiembre,2016,Servicios Sociales y Comunales,entre 2 y 5,35-39 años,Hombre,189.4
septiembre,2016,Servicios Sociales y Comunales,entre 2 y 5,30-34 años,Hombre,179.84
septiembre,2016,Servicios Sociales y Comunales,entre 2 y 5,25-29 años,Hombre,162.8
septiembre,2016,Servicios Sociales y Comunales,entre 2 y 5,20-24 años,Hombre,130.04
septiembre,2016,Servicios Sociales y Comunales,entre 2 y 5,15-19 años,Hombre,113.03
septiembre,2016,Servicios Sociales y Comunales,entre 6 y 50,Menores de 15 años,Mujer,110
septiembre,2016,Servicios Sociales y Comunales,entre 6 y 50,75 o más años,Mujer,202.98
septiembre,2016,Servicios Sociales y Comunales,entre 6 y 50,70-74 años,Mujer,248.2
septiembre,2016,Servicios Sociales y Comunales,entre 6 y 50,65-69 años,Mujer,253.66
septiembre,2016,Servicios Sociales y Comunales,entre 6 y 50,60-64 años,Mujer,270.09
septiembre,2016,Servicios Sociales y Comunales,entre 6 y 50,55-59 años,Mujer,253.29
septiembre,2016,Servicios Sociales y Comunales,entre 6 y 50,50-54 años,Mujer,236.84
septiembre,2016,Servicios Sociales y Comunales,entre 6 y 50,45-49 años,Mujer,229.19
septiembre,2016,Servicios Sociales y Comunales,entre 6 y 50,40-44 años,Mujer,226.16
septiembre,2016,Servicios Sociales y Comunales,entre 6 y 50,35-39 años,Mujer,223.84
septiembre,2016,Servicios Sociales y Comunales,entre 6 y 50,30-34 años,Mujer,209.57
septiembre,2016,Servicios Sociales y Comunales,entre 6 y 50,25-29 años,Mujer,180.55
septiembre,2016,Servicios Sociales y Comunales,entre 6 y 50,20-24 años,Mujer,143.3
septiembre,2016,Servicios Sociales y Comunales,entre 6 y 50,15-19 años,Mujer,112.69
septiembre,2016,Servicios Sociales y Comunales,entre 6 y 50,Menores de 15 años,Hombre,76
septiembre,2016,Servicios Sociales y Comunales,entre 6 y 50,75 o más años,Hombre,248.79
septiembre,2016,Servicios Sociales y Comunales,entre 6 y 50,70-74 años,Hombre,243.19
septiembre,2016,Servicios Sociales y Comunales,entre 6 y 50,65-69 años,Hombre,311.89
septiembre,2016,Servicios Sociales y Comunales,entre 6 y 50,60-64 años,Hombre,313.39
septiembre,2016,Servicios Sociales y Comunales,entre 6 y 50,55-59 años,Hombre,310
septiembre,2016,Servicios Sociales y Comunales,entre 6 y 50,50-54 años,Hombre,292.54
septiembre,2016,Servicios Sociales y Comunales,entre 6 y 50,45-49 años,Hombre,291.7
septiembre,2016,Servicios Sociales y Comunales,entre 6 y 50,40-44 años,Hombre,309.3
septiembre,2016,Servicios Sociales y Comunales,entre 6 y 50,35-39 años,Hombre,300.25
septiembre,2016,Servicios Sociales y Comunales,entre 6 y 50,30-34 años,Hombre,271.17
septiembre,2016,Servicios Sociales y Comunales,entre 6 y 50,25-29 años,Hombre,226.02
septiembre,2016,Servicios Sociales y Comunales,entre 6 y 50,20-24 años,Hombre,172.11
septiembre,2016,Servicios Sociales y Comunales,entre 6 y 50,15-19 años,Hombre,138.93
septiembre,2016,Servicios Sociales y Comunales,entre 51 y 250,Menores de 15 años,Mujer,389
septiembre,2016,Servicios Sociales y Comunales,entre 51 y 250,75 o más años,Mujer,428.41
septiembre,2016,Servicios Sociales y Comunales,entre 51 y 250,70-74 años,Mujer,458.05
septiembre,2016,Servicios Sociales y Comunales,entre 51 y 250,65-69 años,Mujer,415.39
septiembre,2016,Servicios Sociales y Comunales,entre 51 y 250,60-64 años,Mujer,418.99
septiembre,2016,Servicios Sociales y Comunales,entre 51 y 250,55-59 años,Mujer,405.37
septiembre,2016,Servicios Sociales y Comunales,entre 51 y 250,50-54 años,Mujer,375.31
septiembre,2016,Servicios Sociales y Comunales,entre 51 y 250,45-49 años,Mujer,359.68
septiembre,2016,Servicios Sociales y Comunales,entre 51 y 250,40-44 años,Mujer,352.28
septiembre,2016,Servicios Sociales y Comunales,entre 51 y 250,35-39 años,Mujer,341.74
septiembre,2016,Servicios Sociales y Comunales,entre 51 y 250,30-34 años,Mujer,309.23
septiembre,2016,Servicios Sociales y Comunales,entre 51 y 250,25-29 años,Mujer,249.25
septiembre,2016,Servicios Sociales y Comunales,entre 51 y 250,20-24 años,Mujer,177.36
septiembre,2016,Servicios Sociales y Comunales,entre 51 y 250,15-19 años,Mujer,121.83
septiembre,2016,Servicios Sociales y Comunales,entre 51 y 250,75 o más años,Hombre,288.85
septiembre,2016,Servicios Sociales y Comunales,entre 51 y 250,70-74 años,Hombre,338.67
septiembre,2016,Servicios Sociales y Comunales,entre 51 y 250,65-69 años,Hombre,395.01
septiembre,2016,Servicios Sociales y Comunales,entre 51 y 250,60-64 años,Hombre,421.92
septiembre,2016,Servicios Sociales y Comunales,entre 51 y 250,55-59 años,Hombre,411.43
septiembre,2016,Servicios Sociales y Comunales,entre 51 y 250,50-54 años,Hombre,409.4
septiembre,2016,Servicios Sociales y Comunales,entre 51 y 250,45-49 años,Hombre,410.58
septiembre,2016,Servicios Sociales y Comunales,entre 51 y 250,40-44 años,Hombre,416.4
septiembre,2016,Servicios Sociales y Comunales,entre 51 y 250,35-39 años,Hombre,400.19
septiembre,2016,Servicios Sociales y Comunales,entre 51 y 250,30-34 años,Hombre,358.08
septiembre,2016,Servicios Sociales y Comunales,entre 51 y 250,25-29 años,Hombre,284.41
septiembre,2016,Servicios Sociales y Comunales,entre 51 y 250,20-24 años,Hombre,205.8
septiembre,2016,Servicios Sociales y Comunales,entre 51 y 250,15-19 años,Hombre,146
septiembre,2016,Servicios Sociales y Comunales,entre 251 y 500,75 o más años,Mujer,486.92
septiembre,2016,Servicios Sociales y Comunales,entre 251 y 500,70-74 años,Mujer,510.86
septiembre,2016,Servicios Sociales y Comunales,entre 251 y 500,65-69 años,Mujer,501.18
septiembre,2016,Servicios Sociales y Comunales,entre 251 y 500,60-64 años,Mujer,533.14
septiembre,2016,Servicios Sociales y Comunales,entre 251 y 500,55-59 años,Mujer,519.95
septiembre,2016,Servicios Sociales y Comunales,entre 251 y 500,50-54 años,Mujer,503.08
septiembre,2016,Servicios Sociales y Comunales,entre 251 y 500,45-49 años,Mujer,484.44
septiembre,2016,Servicios Sociales y Comunales,entre 251 y 500,40-44 años,Mujer,473.83
septiembre,2016,Servicios Sociales y Comunales,entre 251 y 500,35-39 años,Mujer,449.34
septiembre,2016,Servicios Sociales y Comunales,entre 251 y 500,30-34 años,Mujer,414.2
septiembre,2016,Servicios Sociales y Comunales,entre 251 y 500,25-29 años,Mujer,339.5
septiembre,2016,Servicios Sociales y Comunales,entre 251 y 500,20-24 años,Mujer,246.08
septiembre,2016,Servicios Sociales y Comunales,entre 251 y 500,15-19 años,Mujer,171.36
septiembre,2016,Servicios Sociales y Comunales,entre 251 y 500,75 o más años,Hombre,300.63
septiembre,2016,Servicios Sociales y Comunales,entre 251 y 500,70-74 años,Hombre,362.4
septiembre,2016,Servicios Sociales y Comunales,entre 251 y 500,65-69 años,Hombre,422.53
septiembre,2016,Servicios Sociales y Comunales,entre 251 y 500,60-64 años,Hombre,480.26
septiembre,2016,Servicios Sociales y Comunales,entre 251 y 500,55-59 años,Hombre,495.61
septiembre,2016,Servicios Sociales y Comunales,entre 251 y 500,50-54 años,Hombre,491.9
septiembre,2016,Servicios Sociales y Comunales,entre 251 y 500,45-49 años,Hombre,480.3
septiembre,2016,Servicios Sociales y Comunales,entre 251 y 500,40-44 años,Hombre,471.95
septiembre,2016,Servicios Sociales y Comunales,entre 251 y 500,35-39 años,Hombre,463.08
septiembre,2016,Servicios Sociales y Comunales,entre 251 y 500,30-34 años,Hombre,415.02
septiembre,2016,Servicios Sociales y Comunales,entre 251 y 500,25-29 años,Hombre,333.05
septiembre,2016,Servicios Sociales y Comunales,entre 251 y 500,20-24 años,Hombre,241.66
septiembre,2016,Servicios Sociales y Comunales,entre 251 y 500,15-19 años,Hombre,171.99
septiembre,2016,Servicios Sociales y Comunales,"entre 501 y 1,000",75 o más años,Mujer,344.44
septiembre,2016,Servicios Sociales y Comunales,"entre 501 y 1,000",70-74 años,Mujer,446.92
septiembre,2016,Servicios Sociales y Comunales,"entre 501 y 1,000",65-69 años,Mujer,495.65
septiembre,2016,Servicios Sociales y Comunales,"entre 501 y 1,000",60-64 años,Mujer,585.44
septiembre,2016,Servicios Sociales y Comunales,"entre 501 y 1,000",55-59 años,Mujer,574.04
septiembre,2016,Servicios Sociales y Comunales,"entre 501 y 1,000",50-54 años,Mujer,558.51
septiembre,2016,Servicios Sociales y Comunales,"entre 501 y 1,000",45-49 años,Mujer,524.51
septiembre,2016,Servicios Sociales y Comunales,"entre 501 y 1,000",40-44 años,Mujer,524.95
septiembre,2016,Servicios Sociales y Comunales,"entre 501 y 1,000",35-39 años,Mujer,491.78
septiembre,2016,Servicios Sociales y Comunales,"entre 501 y 1,000",30-34 años,Mujer,461.38
septiembre,2016,Servicios Sociales y Comunales,"entre 501 y 1,000",25-29 años,Mujer,361.09
septiembre,2016,Servicios Sociales y Comunales,"entre 501 y 1,000",20-24 años,Mujer,270.69
septiembre,2016,Servicios Sociales y Comunales,"entre 501 y 1,000",15-19 años,Mujer,187.83
septiembre,2016,Servicios Sociales y Comunales,"entre 501 y 1,000",75 o más años,Hombre,325.59
septiembre,2016,Servicios Sociales y Comunales,"entre 501 y 1,000",70-74 años,Hombre,394.47
septiembre,2016,Servicios Sociales y Comunales,"entre 501 y 1,000",65-69 años,Hombre,515.62
septiembre,2016,Servicios Sociales y Comunales,"entre 501 y 1,000",60-64 años,Hombre,622.34
septiembre,2016,Servicios Sociales y Comunales,"entre 501 y 1,000",55-59 años,Hombre,601.43
septiembre,2016,Servicios Sociales y Comunales,"entre 501 y 1,000",50-54 años,Hombre,564.48
septiembre,2016,Servicios Sociales y Comunales,"entre 501 y 1,000",45-49 años,Hombre,553.15
septiembre,2016,Servicios Sociales y Comunales,"entre 501 y 1,000",40-44 años,Hombre,522.92
septiembre,2016,Servicios Sociales y Comunales,"entre 501 y 1,000",35-39 años,Hombre,510.91
septiembre,2016,Servicios Sociales y Comunales,"entre 501 y 1,000",30-34 años,Hombre,453.95
septiembre,2016,Servicios Sociales y Comunales,"entre 501 y 1,000",25-29 años,Hombre,354.14
septiembre,2016,Servicios Sociales y Comunales,"entre 501 y 1,000",20-24 años,Hombre,265.29
septiembre,2016,Servicios Sociales y Comunales,"entre 501 y 1,000",15-19 años,Hombre,193.97
septiembre,2016,Servicios Sociales y Comunales,"más de 1,000",Menores de 15 años,Mujer,832
septiembre,2016,Servicios Sociales y Comunales,"más de 1,000",75 o más años,Mujer,496.82
septiembre,2016,Servicios Sociales y Comunales,"más de 1,000",70-74 años,Mujer,499.84
septiembre,2016,Servicios Sociales y Comunales,"más de 1,000",65-69 años,Mujer,537.41
septiembre,2016,Servicios Sociales y Comunales,"más de 1,000",60-64 años,Mujer,610.89
septiembre,2016,Servicios Sociales y Comunales,"más de 1,000",55-59 años,Mujer,661.43
septiembre,2016,Servicios Sociales y Comunales,"más de 1,000",50-54 años,Mujer,646.99
septiembre,2016,Servicios Sociales y Comunales,"más de 1,000",45-49 años,Mujer,615.98
septiembre,2016,Servicios Sociales y Comunales,"más de 1,000",40-44 años,Mujer,577.56
septiembre,2016,Servicios Sociales y Comunales,"más de 1,000",35-39 años,Mujer,554.59
septiembre,2016,Servicios Sociales y Comunales,"más de 1,000",30-34 años,Mujer,513.6
septiembre,2016,Servicios Sociales y Comunales,"más de 1,000",25-29 años,Mujer,430.94
septiembre,2016,Servicios Sociales y Comunales,"más de 1,000",20-24 años,Mujer,360.72
septiembre,2016,Servicios Sociales y Comunales,"más de 1,000",15-19 años,Mujer,278.67
septiembre,2016,Servicios Sociales y Comunales,"más de 1,000",Menores de 15 años,Hombre,818.33
septiembre,2016,Servicios Sociales y Comunales,"más de 1,000",75 o más años,Hombre,453.47
septiembre,2016,Servicios Sociales y Comunales,"más de 1,000",70-74 años,Hombre,484.77
septiembre,2016,Servicios Sociales y Comunales,"más de 1,000",65-69 años,Hombre,550.81
septiembre,2016,Servicios Sociales y Comunales,"más de 1,000",60-64 años,Hombre,644.38
septiembre,2016,Servicios Sociales y Comunales,"más de 1,000",55-59 años,Hombre,690.61
septiembre,2016,Servicios Sociales y Comunales,"más de 1,000",50-54 años,Hombre,632.94
septiembre,2016,Servicios Sociales y Comunales,"más de 1,000",45-49 años,Hombre,593.51
septiembre,2016,Servicios Sociales y Comunales,"más de 1,000",40-44 años,Hombre,566.25
septiembre,2016,Servicios Sociales y Comunales,"más de 1,000",35-39 años,Hombre,545.24
septiembre,2016,Servicios Sociales y Comunales,"más de 1,000",30-34 años,Hombre,490.01
septiembre,2016,Servicios Sociales y Comunales,"más de 1,000",25-29 años,Hombre,410.38
septiembre,2016,Servicios Sociales y Comunales,"más de 1,000",20-24 años,Hombre,346.12
septiembre,2016,Servicios Sociales y Comunales,"más de 1,000",15-19 años,Hombre,278.5
septiembre,2016,Transportes y Comunicaciones,1,75 o más años,Mujer,195.25
septiembre,2016,Transportes y Comunicaciones,1,70-74 años,Mujer,130.92
septiembre,2016,Transportes y Comunicaciones,1,65-69 años,Mujer,153.14
septiembre,2016,Transportes y Comunicaciones,1,60-64 años,Mujer,191.1
septiembre,2016,Transportes y Comunicaciones,1,55-59 años,Mujer,151.99
septiembre,2016,Transportes y Comunicaciones,1,50-54 años,Mujer,151.58
septiembre,2016,Transportes y Comunicaciones,1,45-49 años,Mujer,144.45
septiembre,2016,Transportes y Comunicaciones,1,40-44 años,Mujer,143.47
septiembre,2016,Transportes y Comunicaciones,1,35-39 años,Mujer,146.51
septiembre,2016,Transportes y Comunicaciones,1,30-34 años,Mujer,153.83
septiembre,2016,Transportes y Comunicaciones,1,25-29 años,Mujer,136.18
septiembre,2016,Transportes y Comunicaciones,1,20-24 años,Mujer,121.8
septiembre,2016,Transportes y Comunicaciones,1,15-19 años,Mujer,102.88
septiembre,2016,Transportes y Comunicaciones,1,75 o más años,Hombre,132.26
septiembre,2016,Transportes y Comunicaciones,1,70-74 años,Hombre,262.32
septiembre,2016,Transportes y Comunicaciones,1,65-69 años,Hombre,161.8
septiembre,2016,Transportes y Comunicaciones,1,60-64 años,Hombre,179.62
septiembre,2016,Transportes y Comunicaciones,1,55-59 años,Hombre,157.25
septiembre,2016,Transportes y Comunicaciones,1,50-54 años,Hombre,146.65
septiembre,2016,Transportes y Comunicaciones,1,45-49 años,Hombre,147.45
septiembre,2016,Transportes y Comunicaciones,1,40-44 años,Hombre,144.68
septiembre,2016,Transportes y Comunicaciones,1,35-39 años,Hombre,134.63
septiembre,2016,Transportes y Comunicaciones,1,30-34 años,Hombre,137.12
septiembre,2016,Transportes y Comunicaciones,1,25-29 años,Hombre,129.67
septiembre,2016,Transportes y Comunicaciones,1,20-24 años,Hombre,123.56
septiembre,2016,Transportes y Comunicaciones,1,15-19 años,Hombre,119.26
septiembre,2016,Transportes y Comunicaciones,entre 2 y 5,Menores de 15 años,Mujer,86
septiembre,2016,Transportes y Comunicaciones,entre 2 y 5,75 o más años,Mujer,141.53
septiembre,2016,Transportes y Comunicaciones,entre 2 y 5,70-74 años,Mujer,158.51
septiembre,2016,Transportes y Comunicaciones,entre 2 y 5,65-69 años,Mujer,167.5
septiembre,2016,Transportes y Comunicaciones,entre 2 y 5,60-64 años,Mujer,199.33
septiembre,2016,Transportes y Comunicaciones,entre 2 y 5,55-59 años,Mujer,188.17
septiembre,2016,Transportes y Comunicaciones,entre 2 y 5,50-54 años,Mujer,178.14
septiembre,2016,Transportes y Comunicaciones,entre 2 y 5,45-49 años,Mujer,174.41
septiembre,2016,Transportes y Comunicaciones,entre 2 y 5,40-44 años,Mujer,175.67
septiembre,2016,Transportes y Comunicaciones,entre 2 y 5,35-39 años,Mujer,183.67
septiembre,2016,Transportes y Comunicaciones,entre 2 y 5,30-34 años,Mujer,176.45
septiembre,2016,Transportes y Comunicaciones,entre 2 y 5,25-29 años,Mujer,171.1
septiembre,2016,Transportes y Comunicaciones,entre 2 y 5,20-24 años,Mujer,139.67
septiembre,2016,Transportes y Comunicaciones,entre 2 y 5,15-19 años,Mujer,114.97
septiembre,2016,Transportes y Comunicaciones,entre 2 y 5,75 o más años,Hombre,115.17
septiembre,2016,Transportes y Comunicaciones,entre 2 y 5,70-74 años,Hombre,173.94
septiembre,2016,Transportes y Comunicaciones,entre 2 y 5,65-69 años,Hombre,168.84
septiembre,2016,Transportes y Comunicaciones,entre 2 y 5,60-64 años,Hombre,187
septiembre,2016,Transportes y Comunicaciones,entre 2 y 5,55-59 años,Hombre,178.14
septiembre,2016,Transportes y Comunicaciones,entre 2 y 5,50-54 años,Hombre,160.43
septiembre,2016,Transportes y Comunicaciones,entre 2 y 5,45-49 años,Hombre,157.63
septiembre,2016,Transportes y Comunicaciones,entre 2 y 5,40-44 años,Hombre,162.09
septiembre,2016,Transportes y Comunicaciones,entre 2 y 5,35-39 años,Hombre,154.37
septiembre,2016,Transportes y Comunicaciones,entre 2 y 5,30-34 años,Hombre,155.1
septiembre,2016,Transportes y Comunicaciones,entre 2 y 5,25-29 años,Hombre,145.39
septiembre,2016,Transportes y Comunicaciones,entre 2 y 5,20-24 años,Hombre,129.63
septiembre,2016,Transportes y Comunicaciones,entre 2 y 5,15-19 años,Hombre,111.19
septiembre,2016,Transportes y Comunicaciones,entre 6 y 50,75 o más años,Mujer,138.55
septiembre,2016,Transportes y Comunicaciones,entre 6 y 50,70-74 años,Mujer,227.05
septiembre,2016,Transportes y Comunicaciones,entre 6 y 50,65-69 años,Mujer,263.57
septiembre,2016,Transportes y Comunicaciones,entre 6 y 50,60-64 años,Mujer,272.05
septiembre,2016,Transportes y Comunicaciones,entre 6 y 50,55-59 años,Mujer,302.49
septiembre,2016,Transportes y Comunicaciones,entre 6 y 50,50-54 años,Mujer,297.62
septiembre,2016,Transportes y Comunicaciones,entre 6 y 50,45-49 años,Mujer,314.85
septiembre,2016,Transportes y Comunicaciones,entre 6 y 50,40-44 años,Mujer,308.04
septiembre,2016,Transportes y Comunicaciones,entre 6 y 50,35-39 años,Mujer,316.9
septiembre,2016,Transportes y Comunicaciones,entre 6 y 50,30-34 años,Mujer,312.5
septiembre,2016,Transportes y Comunicaciones,entre 6 y 50,25-29 años,Mujer,263.8
septiembre,2016,Transportes y Comunicaciones,entre 6 y 50,20-24 años,Mujer,193.54
septiembre,2016,Transportes y Comunicaciones,entre 6 y 50,15-19 años,Mujer,142.36
septiembre,2016,Transportes y Comunicaciones,entre 6 y 50,Menores de 15 años,Hombre,
septiembre,2016,Transportes y Comunicaciones,entre 6 y 50,75 o más años,Hombre,198.95
septiembre,2016,Transportes y Comunicaciones,entre 6 y 50,70-74 años,Hombre,217.67
septiembre,2016,Transportes y Comunicaciones,entre 6 y 50,65-69 años,Hombre,258.7
septiembre,2016,Transportes y Comunicaciones,entre 6 y 50,60-64 años,Hombre,282.42
septiembre,2016,Transportes y Comunicaciones,entre 6 y 50,55-59 años,Hombre,281.3
septiembre,2016,Transportes y Comunicaciones,entre 6 y 50,50-54 años,Hombre,268.54
septiembre,2016,Transportes y Comunicaciones,entre 6 y 50,45-49 años,Hombre,266.88
septiembre,2016,Transportes y Comunicaciones,entre 6 y 50,40-44 años,Hombre,260.6
septiembre,2016,Transportes y Comunicaciones,entre 6 y 50,35-39 años,Hombre,258.48
septiembre,2016,Transportes y Comunicaciones,entre 6 y 50,30-34 años,Hombre,250.72
septiembre,2016,Transportes y Comunicaciones,entre 6 y 50,25-29 años,Hombre,220.52
septiembre,2016,Transportes y Comunicaciones,entre 6 y 50,20-24 años,Hombre,172.21
septiembre,2016,Transportes y Comunicaciones,entre 6 y 50,15-19 años,Hombre,133.39
septiembre,2016,Transportes y Comunicaciones,entre 51 y 250,Menores de 15 años,Mujer,115
septiembre,2016,Transportes y Comunicaciones,entre 51 y 250,75 o más años,Mujer,303.69
septiembre,2016,Transportes y Comunicaciones,entre 51 y 250,70-74 años,Mujer,313.87
septiembre,2016,Transportes y Comunicaciones,entre 51 y 250,65-69 años,Mujer,346.68
septiembre,2016,Transportes y Comunicaciones,entre 51 y 250,60-64 años,Mujer,391.4
septiembre,2016,Transportes y Comunicaciones,entre 51 y 250,55-59 años,Mujer,422.84
septiembre,2016,Transportes y Comunicaciones,entre 51 y 250,50-54 años,Mujer,490.97
septiembre,2016,Transportes y Comunicaciones,entre 51 y 250,45-49 años,Mujer,478.02
septiembre,2016,Transportes y Comunicaciones,entre 51 y 250,40-44 años,Mujer,409.49
septiembre,2016,Transportes y Comunicaciones,entre 51 y 250,35-39 años,Mujer,418.29
septiembre,2016,Transportes y Comunicaciones,entre 51 y 250,30-34 años,Mujer,397.89
septiembre,2016,Transportes y Comunicaciones,entre 51 y 250,25-29 años,Mujer,321.91
septiembre,2016,Transportes y Comunicaciones,entre 51 y 250,20-24 años,Mujer,225.03
septiembre,2016,Transportes y Comunicaciones,entre 51 y 250,15-19 años,Mujer,146.06
septiembre,2016,Transportes y Comunicaciones,entre 51 y 250,Menores de 15 años,Hombre,207.33
septiembre,2016,Transportes y Comunicaciones,entre 51 y 250,75 o más años,Hombre,357.36
septiembre,2016,Transportes y Comunicaciones,entre 51 y 250,70-74 años,Hombre,326.6
septiembre,2016,Transportes y Comunicaciones,entre 51 y 250,65-69 años,Hombre,359.29
septiembre,2016,Transportes y Comunicaciones,entre 51 y 250,60-64 años,Hombre,392.87
septiembre,2016,Transportes y Comunicaciones,entre 51 y 250,55-59 años,Hombre,420.85
septiembre,2016,Transportes y Comunicaciones,entre 51 y 250,50-54 años,Hombre,412.82
septiembre,2016,Transportes y Comunicaciones,entre 51 y 250,45-49 años,Hombre,392.36
septiembre,2016,Transportes y Comunicaciones,entre 51 y 250,40-44 años,Hombre,369.49
septiembre,2016,Transportes y Comunicaciones,entre 51 y 250,35-39 años,Hombre,362.94
septiembre,2016,Transportes y Comunicaciones,entre 51 y 250,30-34 años,Hombre,341.56
septiembre,2016,Transportes y Comunicaciones,entre 51 y 250,25-29 años,Hombre,294.69
septiembre,2016,Transportes y Comunicaciones,entre 51 y 250,20-24 años,Hombre,216.18
septiembre,2016,Transportes y Comunicaciones,entre 51 y 250,15-19 años,Hombre,159.83
septiembre,2016,Transportes y Comunicaciones,entre 251 y 500,75 o más años,Mujer,173.88
septiembre,2016,Transportes y Comunicaciones,entre 251 y 500,70-74 años,Mujer,234.17
septiembre,2016,Transportes y Comunicaciones,entre 251 y 500,65-69 años,Mujer,436.02
septiembre,2016,Transportes y Comunicaciones,entre 251 y 500,60-64 años,Mujer,438.54
septiembre,2016,Transportes y Comunicaciones,entre 251 y 500,55-59 años,Mujer,535.32
septiembre,2016,Transportes y Comunicaciones,entre 251 y 500,50-54 años,Mujer,590.31
septiembre,2016,Transportes y Comunicaciones,entre 251 y 500,45-49 años,Mujer,543.93
septiembre,2016,Transportes y Comunicaciones,entre 251 y 500,40-44 años,Mujer,438.97
septiembre,2016,Transportes y Comunicaciones,entre 251 y 500,35-39 años,Mujer,433.17
septiembre,2016,Transportes y Comunicaciones,entre 251 y 500,30-34 años,Mujer,423.9
septiembre,2016,Transportes y Comunicaciones,entre 251 y 500,25-29 años,Mujer,342.79
septiembre,2016,Transportes y Comunicaciones,entre 251 y 500,20-24 años,Mujer,225.17
septiembre,2016,Transportes y Comunicaciones,entre 251 y 500,15-19 años,Mujer,155.53
septiembre,2016,Transportes y Comunicaciones,entre 251 y 500,Menores de 15 años,Hombre,80
septiembre,2016,Transportes y Comunicaciones,entre 251 y 500,75 o más años,Hombre,391.46
septiembre,2016,Transportes y Comunicaciones,entre 251 y 500,70-74 años,Hombre,360.38
septiembre,2016,Transportes y Comunicaciones,entre 251 y 500,65-69 años,Hombre,421.85
septiembre,2016,Transportes y Comunicaciones,entre 251 y 500,60-64 años,Hombre,528.22
septiembre,2016,Transportes y Comunicaciones,entre 251 y 500,55-59 años,Hombre,566.12
septiembre,2016,Transportes y Comunicaciones,entre 251 y 500,50-54 años,Hombre,550.19
septiembre,2016,Transportes y Comunicaciones,entre 251 y 500,45-49 años,Hombre,495.05
septiembre,2016,Transportes y Comunicaciones,entre 251 y 500,40-44 años,Hombre,453.67
septiembre,2016,Transportes y Comunicaciones,entre 251 y 500,35-39 años,Hombre,440.34
septiembre,2016,Transportes y Comunicaciones,entre 251 y 500,30-34 años,Hombre,415.9
septiembre,2016,Transportes y Comunicaciones,entre 251 y 500,25-29 años,Hombre,343.59
septiembre,2016,Transportes y Comunicaciones,entre 251 y 500,20-24 años,Hombre,244.06
septiembre,2016,Transportes y Comunicaciones,entre 251 y 500,15-19 años,Hombre,179.62
septiembre,2016,Transportes y Comunicaciones,"entre 501 y 1,000",75 o más años,Mujer,149
septiembre,2016,Transportes y Comunicaciones,"entre 501 y 1,000",70-74 años,Mujer,706.25
septiembre,2016,Transportes y Comunicaciones,"entre 501 y 1,000",65-69 años,Mujer,620.94
septiembre,2016,Transportes y Comunicaciones,"entre 501 y 1,000",60-64 años,Mujer,579.09
septiembre,2016,Transportes y Comunicaciones,"entre 501 y 1,000",55-59 años,Mujer,636.29
septiembre,2016,Transportes y Comunicaciones,"entre 501 y 1,000",50-54 años,Mujer,653.02
septiembre,2016,Transportes y Comunicaciones,"entre 501 y 1,000",45-49 años,Mujer,639.32
septiembre,2016,Transportes y Comunicaciones,"entre 501 y 1,000",40-44 años,Mujer,617.22
septiembre,2016,Transportes y Comunicaciones,"entre 501 y 1,000",35-39 años,Mujer,550.72
septiembre,2016,Transportes y Comunicaciones,"entre 501 y 1,000",30-34 años,Mujer,503.37
septiembre,2016,Transportes y Comunicaciones,"entre 501 y 1,000",25-29 años,Mujer,394.06
septiembre,2016,Transportes y Comunicaciones,"entre 501 y 1,000",20-24 años,Mujer,265.17
septiembre,2016,Transportes y Comunicaciones,"entre 501 y 1,000",15-19 años,Mujer,172.62
septiembre,2016,Transportes y Comunicaciones,"entre 501 y 1,000",75 o más años,Hombre,366.35
septiembre,2016,Transportes y Comunicaciones,"entre 501 y 1,000",70-74 años,Hombre,482.97
septiembre,2016,Transportes y Comunicaciones,"entre 501 y 1,000",65-69 años,Hombre,518.59
septiembre,2016,Transportes y Comunicaciones,"entre 501 y 1,000",60-64 años,Hombre,498.16
septiembre,2016,Transportes y Comunicaciones,"entre 501 y 1,000",55-59 años,Hombre,529.84
septiembre,2016,Transportes y Comunicaciones,"entre 501 y 1,000",50-54 años,Hombre,551.15
septiembre,2016,Transportes y Comunicaciones,"entre 501 y 1,000",45-49 años,Hombre,524.28
septiembre,2016,Transportes y Comunicaciones,"entre 501 y 1,000",40-44 años,Hombre,516.79
septiembre,2016,Transportes y Comunicaciones,"entre 501 y 1,000",35-39 años,Hombre,496.24
